SampleNumber,Site,CollectDate,SiO2,TP,Si_corrected
FMP05324,"Flathead Lake, Midlake Deep",2007-05-18,4.82,10.20,0
FMP05340,Roys Creek @ Springhead,2007-05-30,15.17,13.49,0
FMP05341,"Flathead Lake, Midlake Deep",2007-06-04,4.91,3.70,0
FMP05357,Roys Creek @ Springhead,2007-06-15,15.20,12.18,0
FMP05364,"Flathead Lake, Midlake Deep",2007-06-18,4.64,5.87,0
FMP05379,Roys Creek @ Springhead,2007-07-09,15.11,12.54,0
FMP05386A,"Flathead Lake, Midlake Deep",2007-07-13,4.36,3.47,0
FMP05386B,"Flathead Lake, Midlake Deep",2007-07-13,3.55,3.05,0
FMP05395A,"Flathead Lake, Midlake Deep",2007-08-03,4.33,4.16,0
FMP05395B,"Flathead Lake, Midlake Deep",2007-08-03,4.31,3.32,0
FMP05407,Roys Creek @ Springhead,2007-08-06,11.91,11.85,0
FMP05411,"Flathead Lake, Midlake Deep",2007-08-29,5.49,3.13,0
FMP05419,Roys Creek @ Springhead,2007-09-08,16.45,11.39,0
FMP05427,"Flathead Lake, Midlake Deep",2007-09-21,4.82,4.16,0
FMP05443,Roys Creek @ Springhead,2007-10-10,16.73,11.85,0
FMP05445,"Flathead Lake, Midlake Deep",2007-10-23,4.70,4.59,0
FMP05453,Roys Creek @ Springhead,2007-11-19,16.63,12.80,0
FMP05462,"Flathead Lake, Midlake Deep",2007-11-26,4.95,4.85,0
FMP05480,Roys Creek @ Springhead,2007-12-07,16.94,11.72,0
FMP05482,"Flathead Lake, Midlake Deep",2008-01-03,4.84,3.81,0
FMP05492,Roys Creek @ Springhead,2008-01-16,16.39,13.13,0
FMP05501,"Flathead Lake, Midlake Deep",2008-02-04,4.98,4.90,0
FMP05511,Roys Creek @ Springhead,2008-02-12,15.93,13.06,0
FMP05520A,"Flathead Lake, Midlake Deep",2008-03-05,4.99,4.03,0
FMP05520B,"Flathead Lake, Midlake Deep",2008-03-05,4.96,4.33,0
FMP05534,Roys Creek @ Springhead,2008-03-12,15.11,12.13,0
FMP05543,"Flathead Lake, Midlake Deep",2008-04-07,5.89,4.52,0
FMP05557,Roys Creek @ Springhead,2008-04-14,14.83,14.14,0
FMP05560,"Flathead Lake, Midlake Deep",2008-04-22,5.07,4.68,0
FMP05572,Roys Creek @ Springhead,2008-05-01,15.10,13.78,0
FMP05577,"Flathead Lake, Midlake Deep",2008-05-05,5.05,6.15,0
FMP05590,Roys Creek @ Springhead,2008-05-15,14.95,14.73,0
FMP05599,Roys Creek @ Springhead,2008-05-21,14.95,15.38,0
FMP05604,"Flathead Lake, Midlake Deep",2008-05-28,5.23,6.17,0
FMP05617,Roys Creek @ Springhead,2008-06-03,15.27,15.39,0
FMP05620,"Flathead Lake, Midlake Deep",2008-06-05,4.90,9.47,0
FMP05633,Roys Creek @ Springhead,2008-06-12,15.00,15.31,0
FMP05637,"Flathead Lake, Midlake Deep",2008-06-16,4.87,7.22,0
FMP05659A,Roys Creek @ Springhead,2008-07-07,15.34,14.72,0
FMP05659B,Roys Creek @ Springhead,2008-07-07,15.43,18.10,0
FMP05661,"Flathead Lake, Midlake Deep",2008-07-08,4.64,4.81,0
FMP05673,"Flathead Lake, Midlake Deep",2008-07-28,4.90,5.01,0
FMP05691,Roys Creek @ Springhead,2008-08-08,16.20,13.96,0
FMP05695,"Flathead Lake, Midlake Deep",2008-08-25,4.80,6.04,0
FMP05712,Roys Creek @ Springhead,2008-09-03,7.94,13.92,0
FMP05723A,"Flathead Lake, Midlake Deep",2008-09-30,4.87,4.81,0
FMP05723B,"Flathead Lake, Midlake Deep",2008-09-30,4.56,5.76,0
FMP05741,Roys Creek @ Springhead,2008-10-10,15.66,10.50,0
FMP05743,"Flathead Lake, Midlake Deep",2008-10-22,4.87,3.59,0
FMP05764,Roys Creek @ Springhead,2008-11-13,15.82,10.54,0
FMP05766,"Flathead Lake, Midlake Deep",2008-11-17,5.32,2.93,0
FMP05777,"Flathead Lake, Midlake Deep",2008-12-11,5.01,4.95,0
FMP05791,Roys Creek @ Springhead,2008-12-16,15.37,9.60,0
FMP05803,Roys Creek @ Springhead,2009-01-08,15.52,15.96,0
FMP05806,"Flathead Lake, Midlake Deep",2009-01-12,5.20,4.39,0
FMP05820,"Flathead Lake, Midlake Deep",2009-02-19,5.10,5.43,0
FMP05848,Roys Creek @ Springhead,2009-03-24,15.44,13.68,0
FMP05850,"Flathead Lake, Midlake Deep",2009-03-26,5.21,6.12,0
FMP05864,Roys Creek @ Springhead,2009-04-09,15.26,18.31,0
FMP05871,"Flathead Lake, Midlake Deep",2009-04-10,5.30,6.41,0
FMP05888,Roys Creek @ Springhead,2009-04-23,15.18,13.15,0
FMP05892,"Flathead Lake, Midlake Deep",2009-05-01,4.97,6.37,0
FMP05909,"Flathead Lake, Midlake Deep",2009-05-18,5.33,7.61,0
FMP05928A,"Flathead Lake, Midlake Deep",2009-06-03,4.77,6.39,0
FMP05928B,"Flathead Lake, Midlake Deep",2009-06-03,4.77,6.04,0
FMP05946,"Flathead Lake, Midlake Deep",2009-06-23,4.66,3.94,0
FMP05962,"Flathead Lake, Midlake Deep",2009-07-14,4.78,2.98,0
FMP05975,"Flathead Lake, Midlake Deep",2009-08-03,4.80,3.55,0
FMP05992,"Flathead Lake, Midlake Deep",2009-08-25,4.75,3.35,0
FMP06006,"Flathead Lake, Midlake Deep",2009-09-14,4.61,5.36,0
FMP06022,"Flathead Lake, Midlake Deep",2009-10-08,4.90,4.18,0
FMP06035,"Flathead Lake, Midlake Deep",2009-11-05,4.99,4.03,0
FMP06052,"Flathead Lake, Midlake Deep",2009-12-04,5.29,6.87,0
FMP06077,"Flathead Lake, Midlake Deep",2010-01-14,5.03,6.48,0
FMP06087,Roys Creek @ Springhead,2010-01-15,16.22,14.36,0
FMP06093A,"Flathead Lake, Midlake Deep",2010-02-03,5.16,6.90,0
FMP06093B,"Flathead Lake, Midlake Deep",2010-02-03,5.19,5.13,0
FMP06106,Roys Creek @ Springhead,2010-02-08,15.43,13.87,0
FMP06116,Roys Creek @ Springhead,2010-03-03,15.28,11.92,0
FMP06119,"Flathead Lake, Midlake Deep",2010-03-05,5.54,4.29,0
FMP06133,Roys Creek @ Springhead,2010-03-30,15.64,11.69,0
FMP06135,"Flathead Lake, Midlake Deep",2010-04-01,5.88,4.40,0
FMP06148,Roys Creek @ Springhead,2010-04-14,15.46,11.88,0
FMP06154A,Roys Creek @ Springhead,2010-04-22,15.58,13.06,0
FMP06154B,Roys Creek @ Springhead,2010-04-22,15.55,12.98,0
FMP06159A,"Flathead Lake, Midlake Deep",2010-04-23,5.01,6.82,0
FMP06159B,"Flathead Lake, Midlake Deep",2010-04-23,5.20,9.14,0
FMP06170,"Flathead Lake, Midlake Deep",2010-05-10,5.65,6.83,0
FMP06182,Roys Creek @ Springhead,2010-05-14,14.84,13.32,0
FMP06189,Roys Creek @ Springhead,2010-05-20,14.54,13.06,0
FMP06193,"Flathead Lake, Midlake Deep",2010-05-28,5.13,5.86,0
FMP06207,Roys Creek @ Springhead,2010-06-18,14.19,15.39,0
FMP06213,"Flathead Lake, Midlake Deep",2010-06-24,4.45,4.87,0
FMP06224,Roys Creek @ Springhead,2010-07-07,14.01,13.13,0
FMP06227,"Flathead Lake, Midlake Deep",2010-07-14,4.40,5.27,0
FMP06244,Roys Creek @ Springhead,2010-08-05,14.24,17.70,0
FMP06246,"Flathead Lake, Midlake Deep",2010-08-06,4.43,5.13,0
FMP06256,"Flathead Lake, Midlake Deep",2010-08-20,4.52,11.26,0
FMP06270,"Flathead Lake, Midlake Deep",2010-09-21,4.58,3.31,0
FMP06282,Roys Creek @ Springhead,2010-09-23,14.24,12.03,0
FMP06292,Roys Creek @ Springhead,2010-10-15,14.91,11.99,0
FMP06294,"Flathead Lake, Midlake Deep",2010-10-19,4.78,8.87,0
FMP06308,"Flathead Lake, Midlake Deep",2010-11-10,4.84,4.26,0
FMP06318,Roys Creek @ Springhead,2010-11-12,14.99,11.10,0
FMP06329,Roys Creek @ Springhead,2010-12-13,15.75,12.91,0
FMP06333A,"Flathead Lake, Midlake Deep",2010-12-16,5.07,3.48,0
FMP06333B,"Flathead Lake, Midlake Deep",2010-12-16,5.19,3.67,0
FMP06349,Roys Creek @ Springhead,2011-01-18,14.46,13.33,0
FMP06352A,"Flathead Lake, Midlake Deep",2011-01-25,5.15,6.92,0
FMP06352B,"Flathead Lake, Midlake Deep",2011-01-25,5.08,16.86,0
FMP06371,Roys Creek @ Springhead,2011-03-03,14.22,10.13,0
FMP06375,"Flathead Lake, Midlake Deep",2011-03-08,5.19,3.42,0
FMP06388,"Flathead Lake, Midlake Deep",2011-04-12,5.13,2.92,0
FMP06400,Roys Creek @ Springhead,2011-04-18,14.70,12.10,0
FMP06407,"Flathead Lake, Midlake Deep",2011-05-04,5.15,4.65,0
FMP06420,Roys Creek @ Springhead,2011-05-16,14.96,14.61,0
FMP06425,"Flathead Lake, Midlake Deep",2011-05-19,5.29,5.82,0
FMP06437,"Flathead Lake, Midlake Deep",2011-06-10,5.17,5.73,0
FMP06448,Roys Creek @ Springhead,2011-06-13,14.12,17.01,0
FMP06457A,Roys Creek @ Springhead,2011-06-24,15.04,14.59,0
FMP06457B,Roys Creek @ Springhead,2011-06-24,14.91,17.75,0
FMP06462,"Flathead Lake, Midlake Deep",2011-07-07,4.89,9.45,0
FMP06470,Roys Creek @ Springhead,2011-07-08,13.88,14.49,0
FMP06483,Roys Creek @ Springhead,2011-07-27,14.53,14.89,0
FMP06485,"Flathead Lake, Midlake Deep",2011-07-28,4.82,6.78,0
FMP06506,Roys Creek @ Springhead,2011-08-16,15.14,4.10,0
FMP06509,"Flathead Lake, Midlake Deep",2011-08-21,4.35,3.84,0
FMP06523,Roys Creek @ Springhead,2011-09-07,9.86,14.22,0
FMP06527,"Flathead Lake, Midlake Deep",2011-09-21,4.69,3.59,0
FMP06542,Roys Creek @ Springhead,2011-10-08,14.70,10.97,0
FMP06547A,"Flathead Lake, Midlake Deep",2011-10-19,4.59,3.07,0
FMP06547B,"Flathead Lake, Midlake Deep",2011-10-19,4.60,3.60,0
FMP06559,"Flathead Lake, Midlake Deep",2011-11-16,4.92,9.02,0
FMP06570,Roys Creek @ Springhead,2011-11-23,15.07,13.36,0
FMP06578,Roys Creek @ Springhead,2011-12-12,14.62,12.21,0
FMP06580,"Flathead Lake, Midlake Deep",2011-12-15,5.16,5.90,0
FMP06594,Roys Creek @ Springhead,2012-01-19,7.15,12.39,0
FMP06599,"Flathead Lake, Midlake Deep",2012-02-02,5.23,4.77,0
FMP06614,Roys Creek @ Springhead,2012-02-16,6.92,10.52,0
FMP06620,"Flathead Lake, Midlake Deep",2012-03-08,5.12,2.36,0
FMP06632,Roys Creek @ Springhead,2012-03-14,14.37,11.52,0
FMP06642,Roys Creek @ Springhead,2012-04-02,14.19,15.80,0
FMP06644,"Flathead Lake, Midlake Deep",2012-04-03,5.31,4.80,0
FMP06660,Roys Creek @ Springhead,2012-04-13,14.25,16.90,0
FMP06669,Roys Creek @ Springhead,2012-04-26,14.29,21.70,0
FMP06814,"Flathead Lake, Midlake Deep",2012-06-25,4.77,6.70,0
FMP06825A,"Flathead Lake, Midlake Deep",2012-07-10,4.50,4.30,0
FMP06825B,"Flathead Lake, Midlake Deep",2012-07-10,4.90,5.00,0
FMP06842,Roys Creek @ Springhead,2012-07-20,14.39,15.10,0
FMP06853,"Flathead Lake, Midlake Deep",2012-07-27,4.81,3.80,0
FMP06871,Roys Creek @ Springhead,2012-08-09,15.05,14.60,0
FMP06874,"Flathead Lake, Midlake Deep",2012-08-14,4.39,3.60,0
FMP06958,"Flathead Lake, Midlake Deep",2012-08-27,4.36,5.30,0
FMP06970,Roys Creek @ Springhead,2012-08-28,14.75,12.10,0
FMP06984,"Flathead Lake, Midlake Deep",2012-09-13,4.47,7.40,0
FMP06994,"Flathead Lake, Midlake Deep",2012-09-24,4.49,5.30,0
FMP07005,Roys Creek @ Springhead,2012-09-25,14.90,16.20,0
FMP07170,Roys Creek @ Springhead,2013-03-15,14.22,15.90,0
FMP07023,"Flathead Lake, Midlake Deep",2012-10-09,4.59,4.20,0
FMP07114,Roys Creek @ Springhead,2012-12-03,15.32,12.70,0
FMP07117,"Flathead Lake, Midlake Deep",2012-12-10,5.06,3.40,0
FMP07151,Roys Creek @ Springhead,2013-02-14,14.86,14.00,0
FMP07154A,"Flathead Lake, Midlake Deep",2013-02-27,4.86,4.70,0
FMP07154B,"Flathead Lake, Midlake Deep",2013-02-27,4.84,5.60,0
FMP06776A,Roys Creek @ Springhead,2012-05-31,14.12,12.40,0
FMP06776B,Roys Creek @ Springhead,2012-05-31,14.74,15.20,0
FMP07096,Roys Creek @ Springhead,2012-10-31,16.02,13.90,0
FMP07099,"Flathead Lake, Midlake Deep",2012-11-02,5.05,4.30,0
FMP07191B,Roys Creek @ Springhead,2013-04-05,13.85,8.90,0
FMP06759,Roys Creek @ Springhead,2012-05-17,14.53,11.30,1
FMP06764,"Flathead Lake, Midlake Deep",2012-05-30,5.07,4.70,1
FMP06810,Roys Creek @ Springhead,2012-06-20,13.83,13.60,1
FMP07193,"Flathead Lake, Midlake Deep",2013-04-10,4.81,6.90,1
FMP07339,"Flathead Lake, Midlake Deep",2013-06-10,4.48,6.20,1
FMP07367A,"Flathead Lake, Midlake Deep",2013-06-27,4.39,6.60,1
FMP07367B,"Flathead Lake, Midlake Deep",2013-06-27,4.26,6.10,1
FMP07382,"Flathead Lake, Midlake Deep",2013-07-10,4.15,4.60,1
FMP06705,"Flathead Lake, Midlake Deep",2012-05-08,0.00,6.90,1
FMP06784,Roys Creek @ Springhead,2012-06-07,14.26,10.10,1
FMP06796,"Flathead Lake, Midlake Deep",2012-06-12,4.99,4.00,1
FMP07191A,Roys Creek @ Springhead,2013-04-05,14.07,8.70,1
FMP07211,Roys Creek @ Springhead,2013-04-26,13.43,11.40,1
FMP07213,"Flathead Lake, Midlake Deep",2013-04-30,4.77,3.80,1
FMP07361,Roys Creek @ Springhead,2013-06-19,14.39,9.90,1
FMP07392,"Flathead Lake, Midlake Deep",2013-07-21,4.02,1.80,1
FMP07523,Roys Creek @ Springhead,2013-08-26,14.42,9.80,1
FMP07134,"Flathead Lake, Midlake Deep",2013-01-10,5.14,4.30,1
FMP07178,"Flathead Lake, Midlake Deep",2013-03-27,4.88,5.60,1
FMP07565,"Flathead Lake, Midlake Deep",2013-10-07,4.57,4.60,1
FMP07132,Roys Creek @ Springhead,2013-01-09,15.23,10.90,1
FMP07320,Roys Creek @ Springhead,2013-05-22,14.65,8.90,1
FMP07322,"Flathead Lake, Midlake Deep",2013-05-29,4.85,6.10,1
FMP07298,Roys Creek @ Springhead,2013-05-10,14.42,9.80,1
FMP07303,Roys Creek @ Springhead,2013-05-14,14.65,9.60,1
FMP07337,Roys Creek @ Springhead,2013-06-05,14.56,10.40,1
FMP07380,Roys Creek @ Springhead,2013-07-09,13.89,9.90,1
FMP07305,"Flathead Lake, Midlake Deep",2013-05-16,4.90,4.20,1
FMP07483,Roys Creek @ Springhead,2013-08-02,14.61,8.30,1
FMP07499,"Flathead Lake, Midlake Deep",2013-08-20,4.15,2.50,1
FMP07533,Roys Creek @ Springhead,2013-09-09,16.51,7.30,1
FMP07561,Roys Creek @ Springhead,2013-09-26,15.08,8.60,1
FMP07489,"Flathead Lake, Midlake Deep",2013-08-08,4.28,2.80,1
FMP07538,"Flathead Lake, Midlake Deep",2013-09-10,4.34,4.40,1
FMP07650,Roys Creek @ Springhead,2013-10-15,15.37,6.80,1
FMP07662,Roys Creek @ Springhead,2013-11-12,15.45,6.50,1
FMP07664A,"Flathead Lake, Midlake Deep",2013-11-13,4.73,2.10,1
FMP07664B,"Flathead Lake, Midlake Deep",2013-11-13,4.74,2.40,1
FMP07680,"Flathead Lake, Midlake Deep",2013-12-13,4.96,2.60,1
FMP07691,Roys Creek @ Springhead,2013-12-17,15.59,6.80,1
14093003-04,Roys Creek @ Springhead,2014-01-14,15.71,10.90,1
14093009-05,Roys Creek @ Springhead,2014-02-13,15.10,3.30,1
14093011-01,"Flathead Lake, Midlake Deep",2014-02-27,n/a,n/a,1
14093011-02,"Flathead Lake, Midlake Deep",2014-02-27,4.95,5.30,1
14102801-05,Roys Creek @ Springhead,2014-03-06,16.11,8.90,1
14102902-01,"Flathead Lake, Midlake Deep",2014-03-25,4.78,2.90,1
14102905-04,Roys Creek @ Springhead,2014-04-10,15.54,8.70,1
14102905-05,Roys Creek @ Springhead,2014-04-10,15.68,9.40,1
14102907-01,"Flathead Lake, Midlake Deep",2014-04-14,5.07,3.50,1
14102910-01,"Flathead Lake, Midlake Deep",2014-05-01,4.97,8.70,1
14102910-02,"Flathead Lake, Midlake Deep",2014-05-01,4.94,4.30,1
14102912-04,Roys Creek @ Springhead,2014-05-05,15.68,9.50,1
14103004-05,Roys Creek @ Springhead,2014-05-19,15.02,8.90,1
14103007-01,"Flathead Lake, Midlake Deep",2014-05-22,4.79,20.40,1
14103009-03,Roys Creek @ Springhead,2014-05-27,15.03,9.50,1
14103012-05,Roys Creek @ Springhead,2014-06-04,15.33,9.40,1
14103015-01,"Flathead Lake, Midlake Deep",2014-06-10,4.61,4.00,1
14103015-02,"Flathead Lake, Midlake Deep",2014-06-10,4.57,3.50,1
14103017-04,Roys Creek @ Springhead,2014-06-18,14.90,7.70,1
14111401-01,"Flathead Lake, Midlake Deep",2014-07-07,4.24,8.90,1
14111402-05,Roys Creek @ Springhead,2014-07-08,15.11,8.80,1
14111408-05,Roys Creek @ Springhead,2014-07-29,15.12,9.30,1
14111412-01,"Flathead Lake, Midlake Deep",2014-07-31,3.99,< 1.5,1
14111416-01,"Flathead Lake, Midlake Deep",2014-08-13,3.96,< 1.5,1
14111420-01,"Flathead Lake, Midlake Deep",2014-08-29,4.12,1.90,1
14111422-04,Roys Creek @ Springhead,2014-09-02,15.54,9.10,1
14111427-01,"Flathead Lake, Midlake Deep",2014-09-15,4.21,2.40,1
14111427-02,"Flathead Lake, Midlake Deep",2014-09-15,4.79,2.30,1
14111431-04,Roys Creek @ Springhead,2014-09-29,15.66,8.70,1
14111701-01,"Flathead Lake, Midlake Deep",2014-10-03,4.29,3.00,1
14120201-01,"Flathead Lake, Midlake Deep",2014-10-22,4.30,2.50,1
14120213-04,Roys Creek @ Springhead,2014-11-03,16.25,12.10,1
14120303-01,"Flathead Lake, Midlake Deep",2014-11-26,4.93,2.60,1
14120901-04,Roys Creek @ Springhead,2014-12-09,16.05,9.20,1
15011202-01,"Flathead Lake, Midlake Deep",2015-01-12,5.00,3.10,1
15012002-04,Roys Creek @ Springhead,2015-01-20,16.20,9.60,1
15022701-04,Roys Creek @ Springhead,2015-02-27,15.96,9.90,1
15030601-01,"Flathead Lake, Midlake Deep",2015-03-09,5.12,2.30,1
15031601-04,Roys Creek @ Springhead,2015-03-16,15.95,10.00,1
15041301-01,"Flathead Lake, Midlake Deep",2015-04-13,5.05,2.80,1
15041301-02,"Flathead Lake, Midlake Deep",2015-04-13,5.05,3.10,1
15041601-04,Roys Creek @ Springhead,2015-04-16,15.39,10.00,1
15051402-05,Roys Creek @ Springhead,2015-05-14,15.67,10.60,1
15052102-01,"Flathead Lake, Midlake Deep",2015-05-21,5.05,2.30,1
15052802-05,Roys Creek @ Springhead,2015-05-28,15.62,12.70,1
15060301-04,Roys Creek @ Springhead,2015-06-03,15.77,10.80,1
15060301-05,Roys Creek @ Springhead,2015-06-03,15.47,9.40,1
15061001-01,"Flathead Lake, Midlake Deep",2015-06-10,4.49,2.20,1
15061803-05,Roys Creek @ Springhead,2015-06-18,15.63,8.30,1
15062501-01,"Flathead Lake, Midlake Deep",2015-06-25,4.47,2.70,1
15070701-04,Roys Creek @ Springhead,2015-07-07,15.16,10.10,1
15070902-01,"Flathead Lake, Midlake Deep",2015-07-10,4.17,2.50,1
15072801-01,"Flathead Lake, Midlake Deep",2015-07-28,4.31,3.30,1
15072801-02,"Flathead Lake, Midlake Deep",2015-07-28,4.22,4.30,1
15081001-01,"Flathead Lake, Midlake Deep",2015-08-11,4.24,1.80,1
15081701-05,Roys Creek @ Springhead,2015-08-17,16.06,8.90,1
15082802-01,"Flathead Lake, Midlake Deep",2015-08-31,4.32,2.20,1
15091801-04,Roys Creek @ Springhead,2015-09-18,15.86,9.20,1
15091803-01,"Flathead Lake, Midlake Deep",2015-09-25,4.48,2.70,1
15101201-01,"Flathead Lake, Midlake Deep",2015-10-13,4.53,2.10,1
15101202-04,Roys Creek @ Springhead,2015-10-14,15.97,9.40,1
15110401-04,Roys Creek @ Springhead,2015-11-04,17.23,10.70,1
15111901-01,"Flathead Lake, Midlake Deep",2015-11-19,5.45,4.10,1
15111901-02,"Flathead Lake, Midlake Deep",2015-11-19,4.95,3.70,1
15120801-04,Roys Creek @ Springhead,2015-12-09,15.71,9.20,1
15121401-01,"Flathead Lake, Midlake Deep",2015-12-14,5.21,4.30,1
16011502-04,Roys Creek @ Springhead,2016-01-15,16.00,8.90,1
16012001-01,"Flathead Lake, Midlake Deep",2016-01-21,5.00,3.70,1
16021601-04,Roys Creek @ Springhead,2016-02-16,16.24,9.20,1
16021902-01,"Flathead Lake, Midlake Deep",2016-02-23,4.99,< 1.5,1
16032801-04,Roys Creek @ Springhead,2016-03-28,15.81,8.30,1
16032901-01,"Flathead Lake, Midlake Deep",2016-03-30,5.07,3.00,1
16040601-04,Roys Creek @ Springhead,2016-04-06,15.71,9.10,1
16041101-04,Roys Creek @ Springhead,2016-04-11,15.36,8.80,1
16041801-01,"Flathead Lake, Midlake Deep",2016-04-19,4.87,2.40,1
16042501-04,Roys Creek @ Springhead,2016-04-25,15.46,9.00,1
16051001-05,Roys Creek @ Springhead,2016-05-10,14.97,9.10,1
16051003-01,"Flathead Lake, Midlake Deep",2016-05-11,4.58,2.40,1
16052401-01,"Flathead Lake, Midlake Deep",2016-05-24,4.47,2.00,1
16052501-05,Roys Creek @ Springhead,2016-05-25,15.36,11.70,1
16060804-04,Roys Creek @ Springhead,2016-06-08,14.75,10.70,1
16060804-05,Roys Creek @ Springhead,2016-06-08,14.83,8.60,1
16061502-01,"Flathead Lake, Midlake Deep",2016-06-16,4.23,2.30,1
16062401-04,Roys Creek @ Springhead,2016-06-24,14.56,12.90,1
16070701-01,"Flathead Lake, Midlake Deep",2016-07-07,4.12,2.20,1
16072201-05,Roys Creek @ Springhead,2016-07-22,15.47,9.50,1
16072701-01,"Flathead Lake, Midlake Deep",2016-07-27,3.92,2.20,1
16081601-01,"Flathead Lake, Midlake Deep",2016-08-23,4.00,1.50,1
16083002-04,Roys Creek @ Springhead,2016-08-30,15.38,8.70,1
16090602-01,"Flathead Lake, Midlake Deep",2016-09-09,4.10,1.90,1
16090602-02,"Flathead Lake, Midlake Deep",2016-09-09,4.09,1.90,1
16092601-01,"Flathead Lake, Midlake Deep",2016-09-27,4.32,2.00,1
16100702-04,Roys Creek @ Springhead,2016-10-07,15.97,8.70,1
16102502-01,"Flathead Lake, Midlake Deep",2016-10-26,4.45,1.80,1
16111701-04,Roys Creek @ Springhead,2016-11-17,16.48,9.60,1
16111703-01,"Flathead Lake, Midlake Deep",2016-11-18,4.78,1.80,1
16122101-04,Roys Creek @ Springhead,2016-12-21,16.66,8.90,1
16122103-01,"Flathead Lake, Midlake Deep",2016-12-22,5.17,2.80,1
17011301-01,"Flathead Lake, Midlake Deep",2017-01-20,5.64,2.50,1
17012301-04,Roys Creek @ Springhead,2017-01-23,17.82,9.40,1
17021302-04,Roys Creek @ Springhead,2017-02-14,15.90,9.10,1
17021303-01,"Flathead Lake, Midlake Deep",2017-02-21,5.14,3.00,1
17031401-04,Roys Creek @ Springhead,2017-03-15,16.59,8.50,1
17031001-01,"Flathead Lake, Midlake Deep",2017-03-22,6.36,2.30,1
17040701-01,"Flathead Lake, Midlake Deep",2017-04-11,5.34,2.00,1
17042001-04,Roys Creek @ Springhead,2017-04-21,16.89,11.80,1
17042001-05,Roys Creek @ Springhead,2017-04-21,16.55,10.00,1
17042003-01,"Flathead Lake, Midlake Deep",2017-04-24,5.31,2.10,1
17051101-01,"Flathead Lake, Midlake Deep",2017-05-15,5.02,8.40,1
17060102-05,Roys Creek @ Springhead,2017-06-01,16.11,10.50,1
17060601-01,"Flathead Lake, Midlake Deep",2017-06-07,4.79,3.10,1
17061504-04,Roys Creek @ Springhead,2017-06-15,16.01,9.20,1
17062803-01,"Flathead Lake, Midlake Deep",2017-06-30,4.73,2.30,1
17070502-04,Roys Creek @ Springhead,2017-07-06,16.41,9.30,1
17071303-01,"Flathead Lake, Midlake Deep",2017-07-18,4.40,< 1.5,1
17072502-04,Roys Creek @ Springhead,2017-07-26,16.85,11.90,1
17080501-01,"Flathead Lake, Midlake Deep",2017-08-07,4.38,1.50,1
17082202-04,Roys Creek @ Springhead,2017-08-22,17.73,9.00,1
17082401-01,"Flathead Lake, Midlake Deep",2017-08-28,4.45,< 1.5,1
17092101-04,Roys Creek @ Springhead,2017-09-21,16.55,9.60,1
17091502-01,"Flathead Lake, Midlake Deep",2017-09-25,4.58,8.90,1
17100901-04,Roys Creek @ Springhead,2017-10-09,16.66,9.90,1
17101302-01,"Flathead Lake, Midlake Deep",2017-10-16,4.63,< 1.5,1
17101302-02,"Flathead Lake, Midlake Deep",2017-10-16,4.48,1.80,1
17102701-04,Roys Creek @ Springhead,2017-10-30,16.46,8.20,1
17110302-01,"Flathead Lake, Midlake Deep",2017-11-07,5.03,3.50,1
17112002-04,Roys Creek @ Springhead,2017-11-21,17.51,9.10,1
17120402-01,"Flathead Lake, Midlake Deep",2017-12-05,5.12,2.10,1
17121401-04,Roys Creek @ Springhead,2017-12-14,16.77,10.30,1
18010501-01,"Flathead Lake, Midlake Deep",2018-01-08,4.94,2.60,1
18011002-04,Roys Creek @ Springhead,2018-01-10,15.62,9.70,1
18022102-04,Roys Creek @ Springhead,2018-02-22,16.70,7.50,1
18020901-01,"Flathead Lake, Midlake Deep",2018-03-06,5.15,1.80,1
18032101-04,Roys Creek @ Springhead,2018-03-21,17.05,8.90,1
18032301-01,"Flathead Lake, Midlake Deep",2018-03-26,5.31,1.80,1
18032301-02,"Flathead Lake, Midlake Deep",2018-03-26,5.01,2.60,1
18040602-01,"Flathead Lake, Midlake Deep",2018-04-09,4.94,11.20,1
18041802-04,Roys Creek @ Springhead,2018-04-19,16.99,8.50,1
18043001-05,Roys Creek @ Springhead,2018-04-30,16.89,8.60,1
18042601-01,"Flathead Lake, Midlake Deep",2018-05-02,4.92,2.50,1
18050901-05,Roys Creek @ Springhead,2018-05-09,17.19,9.90,1
18051701-01,"Flathead Lake, Midlake Deep",2018-05-21,4.91,3.80,1
18051602-04,Roys Creek @ Springhead,2018-05-22,16.72,8.90,1
18051602-05,Roys Creek @ Springhead,2018-05-22,16.90,8.40,1
18060401-05,Roys Creek @ Springhead,2018-06-04,16.51,9.10,1
18060801-01,"Flathead Lake, Midlake Deep",2018-06-15,4.95,2.80,1
18062801-04,Roys Creek @ Springhead,2018-06-29,16.26,11.40,1
18062803-01,"Flathead Lake, Midlake Deep",2018-07-05,4.56,< 1.5,1
18062803-02,"Flathead Lake, Midlake Deep",2018-07-05,4.55,2.70,1
18071701-04,Roys Creek @ Springhead,2018-07-17,16.15,44.80,1
18072301-01,"Flathead Lake, Midlake Deep",2018-07-25,4.38,< 1.5,1
18081002-01,"Flathead Lake, Midlake Deep",2018-08-13,4.33,< 1.5,1
18082702-04,Roys Creek @ Springhead,2018-08-28,16.41,11.40,1
18083102-01,"Flathead Lake, Midlake Deep",2018-09-06,4.28,< 1.5,1
18092102-01,"Flathead Lake, Midlake Deep",2018-09-24,4.18,< 1.5,1
